CountryID,Year,pH Level,Turbidity,Dissolved Oxygen,Nitrate Level,Lead Concentration,bacterial_count 
2,2016,8.47,1.35,3,41.18,18.67,1652
4,2003,7.4,3.27,4.79,17.19,11.94,4571
3,2006,7.74,1.45,8.97,21.31,18.62,4390
4,2008,6.3,2.93,8.37,12.96,12.64,4815
3,2018,6.63,3.03,5.38,38.36,8.62,4781
5,2022,6.35,0.61,3.01,19.04,11.34,2686
9,2006,6.98,2.74,6.88,37.76,16.59,1203
5,2022,6.71,0.06,4.67,0.92,6.52,2937
10,2001,7.83,2.51,8.22,6.78,19.13,405
7,2005,6.27,3.49,6.12,18.25,9.32,3907
6,2017,7.88,0.36,7.75,5.45,19.12,4214
3,2005,6.11,4.69,8.97,30.06,17.62,4079
10,2012,6.51,2.29,6.75,2.54,15.35,312
7,2018,7.98,4.69,5.35,42.99,9.35,162
1,2001,7.86,0.54,8.39,38.07,11.74,1528
9,2011,7.19,4.75,4.86,10.81,16.76,4388
4,2014,6.12,0.55,9.24,24.19,10.88,4785
4,2013,7.52,2.31,3.5,22.59,14.76,1565
5,2005,7.02,4.69,8.85,36.24,15.81,4768
2,2017,6.79,1.16,3.64,20.08,10.26,398
7,2004,7.6,0.17,3.39,1.65,10.72,3586
1,2017,7.09,3.97,5.54,13.69,3.96,1047
10,2002,6.23,2.98,9.7,23.31,4.89,1942
9,2002,8.29,2.57,9.88,48.72,18.1,3130
7,2021,7.95,0.17,4.41,44.06,16.81,2796
1,2021,6.14,3.27,4.04,9.07,0.2,239
6,2009,7.31,0.86,5.47,36.16,17.39,2358
3,2018,6.21,4.66,5.36,46.84,0.5,671
4,2002,8.09,3.43,8.32,0.44,9.17,2619
10,2011,7.53,3.54,6.11,36.05,1.35,2461
4,2015,6.43,1.16,8.46,22.97,19.38,3393
10,2016,6.05,4.4,8.24,34.01,19.45,401
5,2006,6.08,2.69,7.05,30.28,12.22,2106
2,2012,7.27,4.29,8.83,49.23,7.84,4148
10,2023,7.84,1.35,4.37,14.44,10.24,1087
4,2001,6.3,3.78,4.13,39.31,15.25,1142
5,2003,6.55,2.87,8.25,11.73,4.46,4381
10,2009,6.82,0.24,4.71,21.78,8.83,2065
6,2006,6.55,2.03,3.02,48.77,14.75,3908
2,2023,6.98,0.92,9.38,38.31,7.91,4255
10,2016,7.4,1.8,7.36,15.79,0.64,3959
5,2019,7.71,1.92,6.11,30.97,10.15,141
7,2005,8.41,2.37,8.08,2.48,14.75,396
8,2018,8.33,3,5.33,13.32,19.54,2627
1,2004,7.43,2.85,9.68,35.92,0.74,4629
8,2009,7.84,0.19,3.48,28.5,10.8,1555
8,2008,8.38,3.75,7.49,23.48,9,2508
9,2012,6.21,4.75,8.44,34.54,4.85,4381
6,2018,6.01,1.74,6.28,19.92,12.76,1028
7,2020,6.07,0.9,8.28,1.31,3.27,2176
3,2023,7.41,2.7,9.49,22.05,5.68,670
10,2005,7.91,3.52,8.21,45.11,15.64,4594
1,2003,6.92,3.39,5.17,42.83,9.21,1855
2,2023,7.36,3.06,6.93,20.45,19.87,3429
7,2002,7.29,0.73,9.38,1.11,7.73,2078
4,2002,6.24,4.18,6.14,31.82,9.27,2006
3,2003,6.8,2.13,7.77,37.06,6.01,1688
9,2024,6.05,1.11,6.26,14.71,4.73,4431
9,2004,6.28,0.43,3.85,23.83,18.45,569
7,2007,8.03,2.08,3.41,49.59,14.98,4694
5,2015,8.07,3.09,9.67,28.82,6.67,1146
8,2021,8,3.33,7.29,17.55,14,3774
4,2002,7.82,4.81,3.73,31.37,19.32,864
9,2023,7.98,0.77,9,9,1.48,4900
1,2011,7.68,4.93,6.66,9.96,5.29,4409
9,2024,7.67,3.27,8.4,46.25,4.01,27
2,2007,7.67,2.27,3.89,11.96,17.4,1029
10,2012,7.29,4.44,9.35,15.54,3.58,1996
9,2003,6.91,3.47,7.13,27.19,6.16,1341
2,2013,7.83,1.74,8.17,44.98,10.88,1248
7,2013,6.75,4.42,3.22,39.07,12.42,2136
7,2012,7.36,3.33,5.21,2.19,16.16,2087
3,2005,7.08,3.49,4.87,34.65,8.15,680
9,2016,6.69,4.48,9.65,25.2,10.68,374
1,2003,8.44,2.24,4.3,23.78,19.31,3369
9,2007,6.65,3.28,7.95,34.58,5.95,3045
1,2016,6.77,3.72,3.3,9.81,4.96,2337
6,2002,6.4,2.27,4.38,49.07,14.21,805
3,2016,8.06,0.42,5.37,32.27,15.42,3039
6,2008,7.47,3.86,8.56,18.28,8.3,278
9,2001,7.53,0.24,8.53,30.01,4.26,1405
3,2024,8.05,3.59,9.67,10.82,15.58,787
6,2012,6.86,4.55,9.42,31.69,13.41,1332
8,2019,6.48,1.73,3.57,1.41,17.52,4372
9,2001,6.5,0.51,8.81,17.06,16.89,3147
6,2019,7.83,1.16,6.16,37.38,4.1,2345
8,2010,7.54,2.81,9.06,40.4,16.65,3449
8,2021,6.52,4.71,3.63,12.65,3.5,432
7,2014,6.36,2.56,8.76,26.97,17.27,1009
9,2010,6.3,0.56,4.12,26.42,15.41,3849
8,2022,7.57,3.14,5.34,21.07,11.4,316
7,2002,6,3.66,3.2,11.42,12.84,4216
6,2002,6.05,1.97,3.87,35.16,2.08,1365
2,2011,6.97,3.61,6.12,12.62,0.8,4399
9,2023,7.73,1.62,8.73,45.55,6.61,935
3,2004,7.74,3.95,8.42,26.43,16.43,3518
1,2019,7.08,1.71,4.65,43.52,9.32,3787
1,2006,7.73,1.28,4.06,14.54,4.47,2768
6,2006,7.3,4.4,5.72,40.35,16.69,495
5,2012,8.44,2.74,9.18,5.68,4.57,3592
5,2008,6.41,1.43,3.64,38.34,16.31,2232
6,2024,7.5,4.68,6.8,19.35,9.06,4018
8,2020,7.23,3.45,3.62,23.5,9.27,2935
9,2012,6.49,1.1,6.29,8.34,5.45,4808
1,2011,7.87,3.07,3.89,0.93,18,4445
1,2012,6.69,4.35,3.56,33.31,1.78,2367
8,2023,6.95,3.48,4.34,29.39,2.89,2584
1,2009,6.94,1.22,4.79,31.12,12.72,905
3,2000,6.61,3.24,4.93,12.75,17,3227
9,2024,7.08,3.1,7.52,11.96,1.91,1827
10,2007,7.18,4.1,3.38,41.51,14.68,3722
1,2021,7.86,0.89,3.57,38.06,14.85,2580
6,2015,7.91,3.5,4.32,16.84,11.63,4597
3,2012,6.4,0.14,9.1,31.89,9.73,1515
1,2002,7.48,3.48,7.4,41.41,6.42,4622
3,2002,8.24,4.8,8.11,44.44,7.03,4806
7,2023,6.27,0.87,5.59,0.29,13.49,3003
10,2004,7.18,1.56,4.49,40.67,1.31,111
4,2010,7.88,2.91,3.27,17.52,11.7,1672
6,2006,7.53,3.66,6.42,35.92,5.57,2302
6,2020,6.25,1.72,7.02,18.57,9.33,1650
9,2023,6.99,3.32,9.28,30.31,11.18,4395
3,2009,7.27,4.5,9.17,32.34,17.71,2474
8,2009,8.49,3.63,5.97,20.25,11.58,3995
6,2019,6.45,3.56,5.97,25.64,4.54,1890
3,2001,8.46,1.91,4.13,36.32,1.59,306
3,2002,6.94,4.56,4.8,23.82,12.54,120
2,2007,6.5,1.39,9.48,0.7,10.9,3101
2,2010,7.04,1.03,3.99,0.65,13.44,1277
4,2012,7.53,1.82,9.78,33.07,9.19,1427
7,2006,6.53,3.25,6.53,42.36,16.5,3102
4,2012,6.73,4.31,6.2,39.26,18.4,1185
1,2001,8.14,0.66,4.22,15.52,0.8,1455
8,2005,8.5,4.07,7.63,23.56,14.88,1179
1,2008,6.8,4.06,6.22,11.71,0.7,1346
5,2019,6.37,2.93,5.59,49.46,8.9,628
1,2024,7.98,3.8,4.85,13.03,9.23,1214
9,2001,7.5,0.91,3.47,20.81,13.92,1961
1,2017,6.25,0.85,6.64,34.06,7.05,2995
4,2015,8.37,4.31,5.19,43.8,16.42,4612
6,2024,6.2,2.49,7.96,2.57,6.86,4940
6,2011,7.56,1.23,8.06,15.05,6.85,1547
2,2006,7.06,3.44,5.32,28.45,4.46,4915
8,2006,7.39,4.46,7.68,30.92,13.68,2858
8,2016,6.53,3.16,4.81,3.5,1.53,761
9,2012,7.72,1.74,8.09,33.2,7.26,2366
4,2010,8.4,2.42,3.11,26.4,5.34,4206
2,2005,7.15,3.76,4.06,41.38,4.59,1841
5,2022,7.31,0.34,4.72,11.11,1.22,4902
8,2013,6.6,1.09,8.41,9.75,3.81,1496
6,2005,8.23,2.31,3.46,39.67,8.92,3919
1,2005,8.43,3.02,4.32,35.19,10.07,3088
1,2001,7.97,1.7,5.51,39.58,5.39,1243
2,2021,7.36,1.49,3.06,39.1,13,4582
4,2019,8.39,0.21,8.33,5.2,6.72,4906
4,2024,6.38,0.16,6.92,13.93,7.34,2043
7,2014,7.2,1.39,9.3,13,15.65,3376
10,2016,7.34,2.65,3.22,46.73,11.04,516
8,2007,7.23,2.78,4.9,24.37,19.06,834
4,2004,8.01,2.47,8.12,5.55,7.19,623
6,2016,7.68,2.05,7.73,14.48,16.56,1047
2,2019,6.32,1.26,4.7,43.6,14.77,1564
5,2000,6.87,2,7.17,42.35,17.8,3982
7,2021,6.85,0.69,8.56,45.02,19.14,496
3,2017,7.41,0.58,3.23,19.43,0.15,2429
9,2014,6.73,1.5,8.02,32.07,1.77,2263
5,2004,6.29,4.98,4.76,13.91,13.49,542
3,2006,7.63,1.63,9.63,9.04,7.8,915
1,2017,8.13,4.68,6.77,1.1,16.38,1801
9,2005,8.33,1.96,3.23,11.17,0.24,3082
8,2021,8.43,2.2,5.82,30.22,16.14,81
6,2020,7.95,3.99,9.76,45.21,2.7,1179
9,2004,6.35,0.47,8.11,6.67,5.8,165
10,2018,8.13,0.91,5.1,45.9,19.38,2255
3,2009,7,4.87,7.03,17.27,1.03,2071
8,2014,7.82,2.53,7.19,21.34,6.98,806
10,2009,7.33,0.22,3.16,18.25,1.69,2738
1,2015,8.07,0.24,4.25,20.43,17.07,331
10,2011,7.06,4.54,6.86,12.96,14.06,3590
7,2017,6.15,4.37,5.82,34.93,16.01,1534
7,2022,7.39,2.29,4.33,37.91,10.55,180
2,2000,6.43,0.82,8.41,41.16,7.15,1316
5,2015,8.41,4.15,6.42,17.06,0.05,1106
5,2021,7.32,1.62,5.17,38.23,5.56,1589
8,2005,7.38,2.1,4.13,31.88,10.29,2486
1,2002,8.27,3.41,7.28,47.9,13.29,2590
4,2001,7.56,1.77,7.66,21.24,4.58,2240
7,2001,6.76,3.14,7.69,49.62,2.78,487
8,2012,6.74,4.43,4.54,37.02,4.03,611
4,2008,7.25,3.99,7.17,38.81,7.08,3420
5,2015,8.17,1.91,9.34,1.29,2.97,3194
2,2004,7.99,1.44,5.47,24.87,3.14,1397
10,2022,8.41,1.43,4.48,26.42,0.88,1456
7,2020,6.18,1.74,8.41,2.03,17.13,2193
8,2006,6.67,2.47,4.24,15.61,4.4,3074
9,2012,6.2,2.08,4.78,47.78,16.44,1337
4,2019,7.88,0.67,3.7,21.31,8.77,4422
10,2023,6.35,0.82,4.88,9.34,12.65,2200
7,2012,6.25,1.71,5.87,25.67,1.51,4497
5,2006,7.4,2.81,3.45,1.69,11.67,2867
1,2009,7.03,2.96,9.1,25.8,5.8,4583
4,2014,7.79,2.43,6.6,29.71,1.9,3882
5,2020,7.22,3.69,7.12,17.88,18.16,2114
7,2005,7.06,3.69,5.6,38.13,12.07,2136
4,2004,7.06,2.14,7.69,6.79,4.83,78
10,2022,8.18,0.62,6.02,43.91,8.39,377
7,2001,6.99,2.65,8.33,47.77,7.14,164
3,2020,6.83,1.91,8.75,0.06,14.01,4844
8,2014,6.85,0.69,7.7,42.14,12.15,1720
10,2015,6.49,4.91,6.44,25.31,0.4,2984
4,2018,8.15,1.85,8.48,23.07,3.96,154
1,2008,6.37,3.13,6.46,11.93,9.56,1146
5,2021,8.27,2.45,3.78,22.37,8.91,1063
9,2018,6.71,0.71,3.81,47.52,10.33,2216
5,2006,8.25,0.28,9.64,10.54,14.3,2839
4,2003,7.98,3.13,4.49,8.95,13.64,1463
5,2002,7.45,1.24,8.71,12.09,7.46,3470
8,2023,7.67,1.22,4.73,27.59,17.55,1516
7,2019,6.81,4.78,6.02,46.51,1.26,3050
9,2010,7.44,2.31,7.58,28.69,11.69,4423
6,2000,6.73,0.15,4.11,12.17,18.99,1526
4,2005,7.01,1.7,8.16,22.02,10.98,3610
2,2010,7.91,2.92,7.83,19.52,9.1,2392
6,2000,6.61,1.64,6.8,2.33,2.68,788
5,2020,8.1,0.13,6.96,25.53,16.2,2548
4,2006,6.94,2.22,3.74,6.3,7.48,4657
3,2005,7.33,0.53,6.05,42.11,14.02,4608
2,2013,8.35,3.1,3.61,27.45,3.95,515
9,2001,7.7,3.1,5.16,42.23,0.84,3062
1,2003,7.61,0.19,9.3,47.8,6.11,4762
3,2010,7.78,1.45,7.02,47.16,5.63,1567
6,2014,8.3,2.07,8.2,5.02,17.47,1448
7,2017,6.62,2.75,7.02,47.24,17.29,966
8,2000,7.53,1.48,4.36,39.79,10.68,363
1,2002,7,1.44,7.16,38.88,0.38,107
3,2002,6.03,4.92,8.29,4.51,4.57,3094
7,2006,6.31,0.21,3.97,8.98,12.78,622
7,2000,6.81,4.95,8.72,48.76,2.03,4416
4,2024,7.41,0.24,6.89,10.67,14.01,509
3,2010,8.2,1.44,3.03,8.45,0.24,1064
9,2005,7.98,2.47,6.64,18.12,13.65,3865
5,2019,7.38,0.72,5.77,45.67,16.89,303
2,2002,6.18,0.67,5.08,23.81,9.38,968
2,2018,6.71,1.28,8.4,46.03,16.58,1438
6,2001,6.92,4.87,9.3,16.72,15.63,3521
6,2017,7.55,1.9,8.34,11.33,13.43,3871
2,2011,6.16,2.83,8.93,24.76,8.9,3500
9,2009,7.33,3.52,9.36,30.77,5.44,2199
8,2004,8.25,3.71,9.39,19.57,17.22,4354
10,2008,7.76,3.44,3.8,17.3,12.97,3901
5,2001,7.99,1.68,6.19,10.9,15.96,2270
8,2001,7.7,0.56,3,13.75,11.04,229
4,2005,6.52,1.41,6.55,33.66,3.44,2486
10,2009,6.28,1.05,9.47,18.49,19.59,149
10,2017,8.07,0.68,4.39,3.99,3.65,909
3,2011,7.74,0.12,7.48,6.91,18.22,3528
9,2003,7.44,4.68,7.51,18.62,4.16,977
9,2021,6.47,4.61,4.12,46.23,7.47,634
10,2020,7.51,0.25,4.67,18.95,8.8,4717
3,2016,6.08,0.87,6.23,3.03,18.43,2190
5,2014,6.3,0.7,4.32,20.9,17.76,4149
10,2005,6.78,1.41,7.09,33.44,16.46,4939
1,2015,7.11,1.02,6.39,29.68,7.53,3474
6,2016,6.3,4.73,6.63,13.94,0.09,3780
6,2002,6.3,0.42,3.94,34.4,13.63,1865
8,2009,7.81,1.06,6.62,31.53,8.22,298
4,2004,7.42,0.4,3.35,8.61,15.14,2739
6,2013,7.33,4.9,9.17,8.11,15.9,3725
7,2020,7.13,4.59,5.4,27.36,8.79,3391
8,2012,8.44,3.58,8.99,32.97,14.96,4540
6,2005,6.12,2.13,7.91,48.1,16.8,97
4,2011,6.45,0.95,8.36,21.1,18.57,3197
9,2007,7.62,1.11,5.2,38.25,11.65,2105
9,2004,6.34,2.22,4.59,5.83,15.57,4272
5,2014,7.47,3.84,5.85,44.48,9.89,4814
10,2015,7.42,1.32,3.17,31.66,0.83,3522
1,2000,8.43,1.55,9.43,31.45,3.1,4418
9,2015,8.21,3,5.71,7.12,2.56,845
3,2004,8.36,1.19,9.92,1.98,3.44,4185
6,2002,6.28,2.92,8.33,35.07,0.2,4226
3,2019,8.17,1.94,3.56,5.85,17.17,3881
4,2014,6.32,0.17,7.62,6.35,11.2,1052
9,2012,7.58,2.01,4.9,9.38,7.66,3848
1,2023,7.8,4.6,4.71,4.89,8.2,3615
4,2015,6.4,1.47,4.8,31.27,9.27,3157
7,2022,7.58,1.61,9.41,21.1,1.48,2105
7,2010,6.13,0.33,6.5,13.3,5.49,993
3,2020,6.73,3.08,7.69,22.04,17.03,3096
10,2001,8.3,4.25,4.97,42.21,14.87,189
8,2021,6.43,1.76,6.66,46.35,11.27,2123
10,2005,6.16,1.2,5.45,24.37,9.61,2418
5,2005,7.11,4.78,5.25,28.34,5.18,4994
10,2013,8.13,3.73,4.73,12.86,9.43,2898
5,2024,6.19,2.84,5.86,25.68,11.96,4601
5,2010,6.89,1.53,7.62,37.41,14.25,1966
1,2007,8.25,1.1,4.55,24.61,3.33,4278
9,2007,6.3,3.58,9.76,15.1,16.26,4249
1,2000,6.78,2.61,3.87,29.1,6.92,3411
5,2020,7.95,2.6,6.36,47.33,10.07,3946
4,2006,7.36,0.37,3.6,44.4,12.16,1046
7,2005,8.08,2.56,3.16,38.46,9.76,2573
5,2020,6.28,4.11,9.46,13.81,11.44,605
1,2007,8.3,4.73,8.67,12.08,2.23,1366
4,2018,8.34,0.53,7.86,41.93,8.64,2926
1,2021,6.39,3.16,9.06,9.07,5.61,1958
10,2020,6.08,2.84,8.62,30.28,1.72,1064
6,2023,8.47,4.45,7.53,21.95,3.83,517
3,2019,7.21,3.76,8.93,23.4,12.05,2454
8,2007,7.43,4.83,5.74,22.73,3.93,4233
1,2013,7.54,4.8,6.87,45,3.62,3807
8,2017,7.97,1.13,8.43,4.35,11.06,2589
2,2024,8.03,3.63,3.59,39.15,18.09,2272
1,2015,6.48,2.65,9.01,41.75,15.77,2308
6,2008,6.59,1.07,4.1,47.14,18.1,1102
8,2014,8.19,0.97,9.05,22.63,11.66,4792
5,2009,8.05,0.41,5.18,25,8.2,810
1,2021,7.54,3.98,5.29,48.06,14.59,3763
9,2015,8.49,1.62,3.52,22.92,5.23,4568
3,2003,7.84,4.28,9.2,25.18,1.56,76
6,2019,6.54,3.04,4.22,16.61,6.89,2309
8,2012,8.12,3.37,7.41,1.58,5.98,1025
6,2021,7.04,1.46,7.51,21.65,13.51,2064
4,2004,6.09,2.29,4.97,32.75,11.03,4439
3,2021,6.8,2.06,9.9,34.5,2.77,2741
5,2006,7.91,1.18,3.45,0.33,18.17,4941
1,2022,8.4,4.16,7.26,40.05,11.87,3999
1,2008,6.69,3.11,6.36,24.62,9.15,3228
1,2007,6.62,0.19,4.72,26.04,18.74,4269
3,2015,7.41,4.1,4.14,48.09,1.95,3558
9,2005,8.03,0.53,8.16,14.22,15.79,845
2,2015,7.87,2.02,9.41,38.08,7.29,692
7,2005,7.4,2.86,3.75,28.74,13.91,4048
10,2013,7.58,0.04,4.36,35.04,18.61,1332
8,2020,6.61,3.26,9.9,20.89,10.35,3037
9,2000,7.08,3.3,3.11,13.96,0.45,4332
5,2024,6.64,3.26,6.56,27.31,0.58,1274
8,2008,8.21,0.82,6.61,18.75,6.61,1244
1,2024,6.28,1.28,4.84,11.15,15.63,337
6,2023,7.7,1.24,7.64,41.96,5.77,3294
5,2012,6.65,4.8,9.61,23.79,6.69,336
8,2018,7.19,0.34,6.15,42.37,15.69,1867
1,2016,6.75,2.14,8.25,23.7,2.32,4005
8,2010,6.81,4.36,7.52,27.84,16.94,494
6,2007,6.65,3.85,6.31,49.76,5.32,4642
1,2022,7.88,4.11,3.35,47.58,1.02,3886
2,2004,6.91,4.86,8.19,13.58,2.35,160
9,2009,7.82,1.94,5.54,43.43,19.05,2036
4,2006,7.14,1.55,4.57,19.52,9.03,1741
10,2009,7.37,0.15,9.64,3.56,5.13,1507
3,2003,7.36,0.75,8.41,28.79,10.43,3560
10,2008,8.44,2.81,9.74,48.85,13.65,1375
5,2013,6.92,0.79,4.79,48.72,6.38,1553
10,2001,6.52,3.68,8.85,6.32,14.51,2281
1,2024,8.28,0.19,7.25,38.56,5.05,1868
2,2008,6.44,1.3,9.87,40.14,2.25,1601
4,2020,8.09,3.48,9.62,18.44,10.99,3827
9,2000,6.38,1.28,9.81,32.93,3.02,3480
9,2022,7.65,3.64,9.66,24.41,18.81,1299
6,2009,6.38,4.98,3.05,11.39,0.01,710
3,2009,8.31,3.99,8.19,38.06,15.11,4167
8,2019,7.41,1.71,4.9,13.14,5.59,2046
2,2024,6.82,4.5,7.94,17.02,16.92,2881
8,2021,6.35,0.26,9.86,9.5,1.2,1817
4,2002,6.93,3.63,3.28,35.96,19.06,2198
10,2005,7.76,0.12,6.97,22.94,2.03,3332
9,2005,6.96,0.87,8.14,22.17,15.76,1103
4,2020,6.62,4.94,4.77,30.23,10.35,3177
10,2001,7.44,1.8,4.58,7.86,8.61,3594
9,2017,7.04,4.1,3.42,44.91,5.6,3474
10,2022,6.41,1.88,3.66,23.26,16.83,4815
3,2001,6.38,4.2,7.6,18.33,4,2177
2,2011,7.77,4.83,6.54,6.33,14.42,1194
5,2021,8.44,2.18,3.21,8.4,8.92,4501
4,2004,6.58,2.8,9.79,46.02,19.97,535
4,2019,7.93,3.14,7.59,22.83,12.23,1069
7,2006,6.22,4.67,6.61,36.11,2.08,4369
1,2023,6.95,1.28,4.91,4.03,8.39,132
3,2015,7.27,3.06,7.61,32.17,1.33,263
3,2019,6.67,1.62,5.55,46.08,5.71,4462
8,2000,7.32,1.08,7.92,15,6.87,2052
10,2000,8.21,0.42,7.78,28.96,17.06,4946
1,2016,8.36,3.1,3.65,47.01,16.76,4089
2,2000,6.25,4.41,9.36,35.97,0.23,2847
2,2020,6.68,1.76,6.41,3.12,10.65,357
3,2019,8.45,2.76,5.75,18.94,4.47,4420
2,2012,6.68,3.21,9.69,4.29,6.4,750
7,2008,7.73,2.07,6.07,43.07,0.43,3250
4,2014,6.63,4.52,8.05,31.08,14.99,4351
6,2002,6.89,1.81,7.59,47.82,19.01,2258
5,2013,6.48,0.63,4.16,0.99,4.39,910
8,2022,8.14,0.72,9.94,21.15,6.84,3810
10,2010,8.21,4.45,6.25,5.22,4.13,583
5,2023,6.74,4.94,5.76,17.52,18.6,3438
10,2021,8.06,1.44,9.44,8.09,0.19,576
9,2011,6.9,0.72,6.7,16.44,11.68,2576
5,2012,6.25,2.41,7.94,40.96,17.42,1871
6,2012,7.9,3.55,8.92,8.03,3.73,1152
3,2000,7.49,3.06,4.65,23.68,11.8,4990
7,2023,6.69,4.76,4.19,46.08,1.01,1783
4,2009,6.63,4.09,3.48,49.94,16.29,1093
4,2002,8.44,4.34,9.28,12.53,5.49,2099
7,2023,8.16,2.71,4.4,46.78,19.78,4532
1,2003,8.02,1.64,5.15,13.07,18.44,2141
9,2015,6.32,3.51,5,20.68,14.65,2133
10,2007,7.89,2.2,5.13,43.9,9.94,517
6,2015,6.54,1.44,7.68,39.31,15.33,741
2,2016,8.44,0.76,9.68,42.87,2.61,2477
5,2018,6.13,2.64,5.31,40.01,6.2,4958
9,2021,6.88,2.97,5.85,11.75,0.54,2876
5,2014,7.07,2.84,8.4,27.94,12.9,42
6,2015,8.06,0.58,6.03,19.26,16.11,3441
8,2014,7.92,2.85,9.48,22.99,18.93,403
8,2024,6.94,0.84,6.52,7.7,13.73,1326
9,2001,7.41,3.32,5.43,15.79,14.64,2216
3,2010,8.09,2.15,9.8,42.88,17.91,2149
6,2000,6.05,4.24,5.98,44.88,18.73,2393
6,2014,8.01,3.89,4.62,30.51,9.83,2650
7,2018,8.37,3.62,4.24,24.91,2.2,4537
3,2003,6.08,3.5,9.97,35.64,9.33,4345
10,2010,6.11,2.8,8.27,30.44,11.12,877
10,2004,6.86,0.31,5.86,49.18,12.63,1886
2,2002,6.22,3.28,8.78,9.5,19.79,1303
4,2012,7.2,2.33,6.83,22.45,18.35,1740
8,2009,7.82,2.35,5.22,45.91,7.93,1112
10,2010,7.42,1.9,8.2,45.74,2.27,3876
3,2017,6.49,4.65,8.22,24.77,4.3,1898
6,2001,7.64,1.25,6.5,6.74,3.48,247
10,2006,7.71,1.58,3.32,40.75,7.12,3260
6,2008,8.33,4.82,3.54,29.26,17.53,567
10,2009,6.37,4.05,8.52,38.66,8.76,3809
8,2017,7.73,0.07,8.76,23.13,11.35,1188
5,2022,8.28,4.53,7.75,10.19,3.58,2595
10,2006,7.25,1.13,8.87,1.2,9.86,1353
3,2006,6.9,3.53,8.04,27.96,17.47,3612
10,2002,6.43,2.77,9.28,8.05,15.47,980
4,2011,8.17,2.68,4.05,9.36,1.62,4965
8,2006,6.99,3.59,5.71,21.82,17.24,168
3,2016,8.31,1.04,6.25,22.1,5.48,3164
7,2000,8.12,0.8,5.08,13.72,13.31,2671
3,2004,6.94,3.26,8.08,6.6,2.93,378
4,2015,7.43,1.45,9.39,47.25,13.49,1932
5,2014,6.07,4.87,5.89,6.58,0.71,193
8,2001,6.66,2.26,9.59,17.54,12.01,263
7,2008,7.78,0.56,6.62,15.24,12.92,1471
4,2006,7.69,3.43,6.66,43.32,4.89,2015
4,2003,6.88,1.53,7.2,20.5,18.74,4616
9,2019,8.02,0.74,4.88,6.2,0.92,1300
8,2017,6.59,2.11,5.68,0.51,17.83,3200
3,2020,7.15,4.82,6.87,36.1,7.64,3373
6,2003,7.18,2.06,9.59,35.73,14.28,573
5,2012,6.85,1.74,7.5,20.89,13.03,1537
6,2000,8.39,2.22,5.33,6.32,3.36,1383
3,2023,7.74,0.06,3.07,18.58,6.38,1380
3,2002,7.35,0.67,9.87,29.49,10.59,3537
8,2015,7.28,4.25,6.45,35.2,16.93,3159
3,2021,6.4,4.89,9.57,3.91,19.1,1523
9,2003,6.93,0.79,6.85,27.82,0.41,4991
7,2024,7.68,2.68,7.24,13.81,7.05,4612
3,2022,8.31,4.83,7.98,30.86,13.36,3932
6,2024,8.04,0.78,5.25,32.41,10.55,3622
3,2015,6.75,0.93,7.89,45.53,18.86,895
9,2018,7.08,4.63,6.69,20.52,0.34,3393
10,2000,6.21,3.53,7.71,26.88,8.75,464
10,2004,6.26,0.76,8.85,13.41,13.38,1610
4,2018,7.18,1.97,4.29,14.33,4.35,612
5,2021,7.33,0.28,7.29,2.3,14.52,3212
2,2023,6.66,2.16,3.36,14.3,1.62,604
7,2010,7.61,3.89,3.71,3.19,9.02,620
1,2012,7.76,2.77,7.72,48.2,13.52,2602
4,2019,6.75,3.24,3.5,31.21,5.34,2183
5,2004,7.9,1.63,7.17,8.66,1.48,3800
10,2020,6.51,0.81,4.54,5.84,19.14,155
6,2003,7.36,0.07,5.13,18.51,18.28,3353
1,2003,8.01,4.11,3.91,15.38,18.53,3911
5,2003,7.34,3.18,4.74,13.96,19.57,2917
5,2003,8.27,1.15,8.75,23.41,3.69,3117
4,2019,6.15,2.09,7.47,45.64,3.16,2715
1,2020,7.47,4.01,9.65,28.4,0.68,4339
8,2017,7.4,2.69,3.34,26.06,17.84,449
2,2017,7.65,1.5,8.55,40.33,15.06,4849
8,2015,8.08,1.34,7.89,0.2,12.67,4501
1,2008,7.81,1.09,4.83,9.87,18.55,3961
8,2017,7.98,4.12,8.1,24.81,11.5,1069
9,2021,6.72,2.91,8.02,35.27,2.59,4017
10,2001,6.97,3.55,6.22,24.25,3.54,4844
9,2020,7.57,4.3,7.82,8.19,2.64,3591
3,2003,7.38,4.93,6.11,46.5,6.15,2819
8,2011,8.4,1.25,5.35,16.43,7.59,2285
3,2006,6.47,0.9,6.27,39.41,15.94,2035
6,2014,6.88,2.31,9.27,44.57,3.83,1190
7,2006,7.43,0.18,5.69,17.32,14.51,1399
6,2021,8.17,3.96,5.83,42.27,9.82,3740
1,2020,8.32,4.42,7.26,35.54,19.99,2248
5,2016,6.84,3.43,8.27,45.21,15.53,2793
10,2015,6.17,1.34,8.14,12.57,19.38,723
8,2018,7.05,0.62,3.14,46.56,6.85,1441
4,2008,6.99,1.91,7.81,3.27,2.46,4820
7,2013,8.47,4.17,6.15,39.68,10.12,86
2,2016,7.08,1.74,6.67,21.78,2.48,4149
2,2004,6.76,0.17,6.93,8.89,9.85,1751
2,2001,6.91,1.37,8.12,3.97,5.4,3420
8,2019,6.99,4.95,8.82,19.48,9.82,4837
2,2015,8.05,3.38,7.52,19.47,18.99,2483
